,nr,name,y,x,google map
198,199,Alamadenes del Guadiato,37.969415,-4.902396,"http://maps.google.com/maps?ll=37.969415,-4.902396&spn=0.01,0.01&t=h&q=37.969415,-4.902396"
199,200,El Mico,37.982959,-4.812302,"http://maps.google.com/maps?ll=37.982959,-4.812302&spn=0.01,0.01&t=h&q=37.982959,-4.812302"
200,201,Cerro Muriano,37.99516,-4.715843,"http://maps.google.com/maps?ll=37.99516,-4.715843&spn=0.01,0.01&t=h&q=37.99516,-4.715843"
201,202,Lagar de la Cruz,37.918815,-4.784282,"http://maps.google.com/maps?ll=37.918815,-4.784282&spn=0.01,0.01&t=h&q=37.918815,-4.784282"
202,203,Castilla del Cobe,37.890463,-4.817388,"http://maps.google.com/maps?ll=37.890463,-4.817388&spn=0.01,0.01&t=h&q=37.890463,-4.817388"
203,204,Mirabueno,40.9333,-2.7167,"http://maps.google.com/maps?ll=40.9333,-2.7167&spn=0.01,0.01&t=h&q=40.9333,-2.7167"
204,205,Castripicón,37.937832,-4.932822,"http://maps.google.com/maps?ll=37.937832,-4.932822&spn=0.01,0.01&t=h&q=37.937832,-4.932822"
205,206,Dolores,39.497996,-4.836688,"http://maps.google.com/maps?ll=39.497996,-4.836688&spn=0.01,0.01&t=h&q=39.497996,-4.836688"
206,207,El Hondillo,38.168883,-3.264989,"http://maps.google.com/maps?ll=38.168883,-3.264989&spn=0.01,0.01&t=h&q=38.168883,-3.264989"
207,208,El Judío,37.3667,-6.8833,"http://maps.google.com/maps?ll=37.3667,-6.8833&spn=0.01,0.01&t=h&q=37.3667,-6.8833"
208,209,El Morte,38.294352,-3.009348,"http://maps.google.com/maps?ll=38.294352,-3.009348&spn=0.01,0.01&t=h&q=38.294352,-3.009348"
209,210,Fombuena,41.15,-1.183333,"http://maps.google.com/maps?ll=41.15,-1.183333&spn=0.01,0.01&t=h&q=41.15,-1.183333"
210,211,Río Miño 4,42.069455,-8.498709,"http://maps.google.com/maps?ll=42.069455,-8.498709&spn=0.01,0.01&t=h&q=42.069455,-8.498709"
211,212,Río Miño 3,42.050053,-8.532026,"http://maps.google.com/maps?ll=42.050053,-8.532026&spn=0.01,0.01&t=h&q=42.050053,-8.532026"
212,213,Covas,43.55,-8.2667,"http://maps.google.com/maps?ll=43.55,-8.2667&spn=0.01,0.01&t=h&q=43.55,-8.2667"
213,214,Río Navia 1,42.964552,-7.003762,"http://maps.google.com/maps?ll=42.964552,-7.003762&spn=0.01,0.01&t=h&q=42.964552,-7.003762"
214,215,Rivas,42.526755,-8.079178,"http://maps.google.com/maps?ll=42.526755,-8.079178&spn=0.01,0.01&t=h&q=42.526755,-8.079178"
215,216,Río Sil 3,42.436016,-6.912041,"http://maps.google.com/maps?ll=42.436016,-6.912041&spn=0.01,0.01&t=h&q=42.436016,-6.912041"
216,217,Lago,42.402285,-8.049065,"http://maps.google.com/maps?ll=42.402285,-8.049065&spn=0.01,0.01&t=h&q=42.402285,-8.049065"
217,218,Cobas de Fornas,42.856662,-8.489275,"http://maps.google.com/maps?ll=42.856662,-8.489275&spn=0.01,0.01&t=h&q=42.856662,-8.489275"
218,219,Ría de Foz,43.472786,-7.232011,"http://maps.google.com/maps?ll=43.472786,-7.232011&spn=0.01,0.01&t=h&q=43.472786,-7.232011"
219,220,Sanfitorio,42.542081,-7.967109,"http://maps.google.com/maps?ll=42.542081,-7.967109&spn=0.01,0.01&t=h&q=42.542081,-7.967109"
220,221,Río Lor 1,42.528583,-7.396376,"http://maps.google.com/maps?ll=42.528583,-7.396376&spn=0.01,0.01&t=h&q=42.528583,-7.396376"
221,222,Río Miño 1,42.320783,-8.051554,"http://maps.google.com/maps?ll=42.320783,-8.051554&spn=0.01,0.01&t=h&q=42.320783,-8.051554"
222,223,Río Miño 2,42.083121,-8.530963,"http://maps.google.com/maps?ll=42.083121,-8.530963&spn=0.01,0.01&t=h&q=42.083121,-8.530963"
223,224,La Quemada,42.506786,-7.244445,"http://maps.google.com/maps?ll=42.506786,-7.244445&spn=0.01,0.01&t=h&q=42.506786,-7.244445"
224,225,Espiñeira,43.457011,-7.349173,"http://maps.google.com/maps?ll=43.457011,-7.349173&spn=0.01,0.01&t=h&q=43.457011,-7.349173"
225,226,Corcoesto,43.2333,-8.8333,"http://maps.google.com/maps?ll=43.2333,-8.8333&spn=0.01,0.01&t=h&q=43.2333,-8.8333"
226,227,San Xé,42.07084,-7.122861,"http://maps.google.com/maps?ll=42.07084,-7.122861&spn=0.01,0.01&t=h&q=42.07084,-7.122861"
227,228,Puebla del Brollón,42.557038,-7.392418,"http://maps.google.com/maps?ll=42.557038,-7.392418&spn=0.01,0.01&t=h&q=42.557038,-7.392418"
228,229,Moeche,43.55,-8.0167,"http://maps.google.com/maps?ll=43.55,-8.0167&spn=0.01,0.01&t=h&q=43.55,-8.0167"
229,230,Carris,43.461036,-7.460805,"http://maps.google.com/maps?ll=43.461036,-7.460805&spn=0.01,0.01&t=h&q=43.461036,-7.460805"
230,231,Barbantes,42.355861,-8.006884,"http://maps.google.com/maps?ll=42.355861,-8.006884&spn=0.01,0.01&t=h&q=42.355861,-8.006884"
231,232,Montefurado: Boca do Monte,43.1833,-7.2,"http://maps.google.com/maps?ll=43.1833,-7.2&spn=0.01,0.01&t=h&q=43.1833,-7.2"
232,233,Río Sil 5,42.415727,-7.026236,"http://maps.google.com/maps?ll=42.415727,-7.026236&spn=0.01,0.01&t=h&q=42.415727,-7.026236"
233,234,Pozo Limideiro,43.010901,-8.935788,"http://maps.google.com/maps?ll=43.010901,-8.935788&spn=0.01,0.01&t=h&q=43.010901,-8.935788"
234,235,Madarnas,42.371,-8.1025,"http://maps.google.com/maps?ll=42.371,-8.1025&spn=0.01,0.01&t=h&q=42.371,-8.1025"
235,236,Fornaza,43.112735,-6.932643,"http://maps.google.com/maps?ll=43.112735,-6.932643&spn=0.01,0.01&t=h&q=43.112735,-6.932643"
236,237,Moncelos,43.178647,-7.534656,"http://maps.google.com/maps?ll=43.178647,-7.534656&spn=0.01,0.01&t=h&q=43.178647,-7.534656"
237,238,Río Sil 4,42.423063,-6.961543,"http://maps.google.com/maps?ll=42.423063,-6.961543&spn=0.01,0.01&t=h&q=42.423063,-6.961543"
238,239,Valados,42.347589,-8.00313,"http://maps.google.com/maps?ll=42.347589,-8.00313&spn=0.01,0.01&t=h&q=42.347589,-8.00313"
239,240,Río Lor 2,42.684489,-7.119124,"http://maps.google.com/maps?ll=42.684489,-7.119124&spn=0.01,0.01&t=h&q=42.684489,-7.119124"
240,241,Rio Foz,43.474067,-7.246708,"http://maps.google.com/maps?ll=43.474067,-7.246708&spn=0.01,0.01&t=h&q=43.474067,-7.246708"
241,242,O Penedo,42.034596,-7.131871,"http://maps.google.com/maps?ll=42.034596,-7.131871&spn=0.01,0.01&t=h&q=42.034596,-7.131871"
242,243,Baralla,42.892856,-7.253127,"http://maps.google.com/maps?ll=42.892856,-7.253127&spn=0.01,0.01&t=h&q=42.892856,-7.253127"
243,244,Gornji Vakuf,43.933333,17.583333,"http://maps.google.com/maps?ll=43.933333,17.583333&spn=0.01,0.01&t=h&q=43.933333,17.583333"
244,245,Kreŝevo,43.866667,18.05,"http://maps.google.com/maps?ll=43.866667,18.05&spn=0.01,0.01&t=h&q=43.866667,18.05"
245,246,Fojnica,43.966667,17.9,"http://maps.google.com/maps?ll=43.966667,17.9&spn=0.01,0.01&t=h&q=43.966667,17.9"
246,247,Ostružnica,0.0,0.0,"http://maps.google.com/maps?ll=0.0,0.0&spn=0.01,0.01&t=h&q=0.0,0.0"
247,248,S. Domingos,37.674323,-7.500128,"http://maps.google.com/maps?ll=37.674323,-7.500128&spn=0.01,0.01&t=h&q=37.674323,-7.500128"
248,249,Tharsis,37.599822,-7.121341,"http://maps.google.com/maps?ll=37.599822,-7.121341&spn=0.01,0.01&t=h&q=37.599822,-7.121341"
249,250,Ponderosa,37.746875,-6.654864,"http://maps.google.com/maps?ll=37.746875,-6.654864&spn=0.01,0.01&t=h&q=37.746875,-6.654864"
250,251,Segunderalejo,37.569712,-6.631061,"http://maps.google.com/maps?ll=37.569712,-6.631061&spn=0.01,0.01&t=h&q=37.569712,-6.631061"
251,252,Minas de Cala,37.966667,-6.316667,"http://maps.google.com/maps?ll=37.966667,-6.316667&spn=0.01,0.01&t=h&q=37.966667,-6.316667"
252,253,Peña de Hierro,37.7167,-6.55,"http://maps.google.com/maps?ll=37.7167,-6.55&spn=0.01,0.01&t=h&q=37.7167,-6.55"
253,254,Los Bueyes,37.615075,-6.80189,"http://maps.google.com/maps?ll=37.615075,-6.80189&spn=0.01,0.01&t=h&q=37.615075,-6.80189"
254,255,Herrerías (Huelva),37.6167,-7.2833,"http://maps.google.com/maps?ll=37.6167,-7.2833&spn=0.01,0.01&t=h&q=37.6167,-7.2833"
255,256,San Eduardo,37.767018,-6.654011,"http://maps.google.com/maps?ll=37.767018,-6.654011&spn=0.01,0.01&t=h&q=37.767018,-6.654011"
256,257,Tinto Santa Rosa,37.614778,-6.810404,"http://maps.google.com/maps?ll=37.614778,-6.810404&spn=0.01,0.01&t=h&q=37.614778,-6.810404"
257,258,La Lancha,38.2167,-3.9667,"http://maps.google.com/maps?ll=38.2167,-3.9667&spn=0.01,0.01&t=h&q=38.2167,-3.9667"
258,259,La Zarza,37.712524,-6.853573,"http://maps.google.com/maps?ll=37.712524,-6.853573&spn=0.01,0.01&t=h&q=37.712524,-6.853573"
259,260,Vuelta Falsa,37.685642,-7.410847,"http://maps.google.com/maps?ll=37.685642,-7.410847&spn=0.01,0.01&t=h&q=37.685642,-7.410847"
260,261,Cabeza del Agua,37.398249,-6.997468,"http://maps.google.com/maps?ll=37.398249,-6.997468&spn=0.01,0.01&t=h&q=37.398249,-6.997468"
261,262,Castillo Buitrón,37.531261,-6.817565,"http://maps.google.com/maps?ll=37.531261,-6.817565&spn=0.01,0.01&t=h&q=37.531261,-6.817565"
262,263,Concepción,37.777404,-6.674632,"http://maps.google.com/maps?ll=37.777404,-6.674632&spn=0.01,0.01&t=h&q=37.777404,-6.674632"
263,264,San Telmo,37.8,-6.9667,"http://maps.google.com/maps?ll=37.8,-6.9667&spn=0.01,0.01&t=h&q=37.8,-6.9667"
264,265,Sierrecilla,37.599156,-7.269114,"http://maps.google.com/maps?ll=37.599156,-7.269114&spn=0.01,0.01&t=h&q=37.599156,-7.269114"
265,266,La Reforma,37.772061,-6.301944,"http://maps.google.com/maps?ll=37.772061,-6.301944&spn=0.01,0.01&t=h&q=37.772061,-6.301944"
266,267,La Romanera,37.796896,-6.359627,"http://maps.google.com/maps?ll=37.796896,-6.359627&spn=0.01,0.01&t=h&q=37.796896,-6.359627"
267,268,Cabezo de los Silos,37.662558,-7.401244,"http://maps.google.com/maps?ll=37.662558,-7.401244&spn=0.01,0.01&t=h&q=37.662558,-7.401244"
268,269,Herrerías de los Confesionarios,37.799242,-6.893723,"http://maps.google.com/maps?ll=37.799242,-6.893723&spn=0.01,0.01&t=h&q=37.799242,-6.893723"
269,270,El Lagunazo,37.632184,-7.169982,"http://maps.google.com/maps?ll=37.632184,-7.169982&spn=0.01,0.01&t=h&q=37.632184,-7.169982"
270,271,Vulcano (Huelva),37.559516,-7.112519,"http://maps.google.com/maps?ll=37.559516,-7.112519&spn=0.01,0.01&t=h&q=37.559516,-7.112519"
271,272,Campanario,37.465554,-6.84446,"http://maps.google.com/maps?ll=37.465554,-6.84446&spn=0.01,0.01&t=h&q=37.465554,-6.84446"
272,273,San Miguel (Huelva),37.7667,-6.75,"http://maps.google.com/maps?ll=37.7667,-6.75&spn=0.01,0.01&t=h&q=37.7667,-6.75"
273,274,Sotiel Coronada,37.601456,-6.850437,"http://maps.google.com/maps?ll=37.601456,-6.850437&spn=0.01,0.01&t=h&q=37.601456,-6.850437"
274,275,El Carpio,37.933333,-4.5,"http://maps.google.com/maps?ll=37.933333,-4.5&spn=0.01,0.01&t=h&q=37.933333,-4.5"
275,276,Aguas Teñidas,37.777312,-6.855786,"http://maps.google.com/maps?ll=37.777312,-6.855786&spn=0.01,0.01&t=h&q=37.777312,-6.855786"
276,277,Prado Vicioso,37.567446,-7.06769,"http://maps.google.com/maps?ll=37.567446,-7.06769&spn=0.01,0.01&t=h&q=37.567446,-7.06769"
277,278,Cabezas del Pasto,37.6,-7.3333,"http://maps.google.com/maps?ll=37.6,-7.3333&spn=0.01,0.01&t=h&q=37.6,-7.3333"
278,279,Castillo de las Guardas,37.683333,-6.3,"http://maps.google.com/maps?ll=37.683333,-6.3&spn=0.01,0.01&t=h&q=37.683333,-6.3"
279,280,La Lapilla,37.57385,-7.116106,"http://maps.google.com/maps?ll=37.57385,-7.116106&spn=0.01,0.01&t=h&q=37.57385,-7.116106"
280,281,La Joya,37.7667,-7.0167,"http://maps.google.com/maps?ll=37.7667,-7.0167&spn=0.01,0.01&t=h&q=37.7667,-7.0167"
281,282,Monte Romero,37.769989,-6.799517,"http://maps.google.com/maps?ll=37.769989,-6.799517&spn=0.01,0.01&t=h&q=37.769989,-6.799517"
282,283,Cabezo Hueca,37.541257,-7.066825,"http://maps.google.com/maps?ll=37.541257,-7.066825&spn=0.01,0.01&t=h&q=37.541257,-7.066825"
283,284,Río Corumbel,37.468715,-6.495214,"http://maps.google.com/maps?ll=37.468715,-6.495214&spn=0.01,0.01&t=h&q=37.468715,-6.495214"
284,285,Sultana,37.956227,-6.295064,"http://maps.google.com/maps?ll=37.956227,-6.295064&spn=0.01,0.01&t=h&q=37.956227,-6.295064"
285,286,Río Crispinejo,37.467,-6.2,"http://maps.google.com/maps?ll=37.467,-6.2&spn=0.01,0.01&t=h&q=37.467,-6.2"
286,287,Mina Teular,37.93145,-6.285021,"http://maps.google.com/maps?ll=37.93145,-6.285021&spn=0.01,0.01&t=h&q=37.93145,-6.285021"
287,288,Cueva de la Mora,37.780037,-6.803109,"http://maps.google.com/maps?ll=37.780037,-6.803109&spn=0.01,0.01&t=h&q=37.780037,-6.803109"
288,289,Aurora,37.425625,-7.144575,"http://maps.google.com/maps?ll=37.425625,-7.144575&spn=0.01,0.01&t=h&q=37.425625,-7.144575"
289,290,Vicaria,38.025555,-6.309424,"http://maps.google.com/maps?ll=38.025555,-6.309424&spn=0.01,0.01&t=h&q=38.025555,-6.309424"
290,291,San Platón,37.7667,-6.6667,"http://maps.google.com/maps?ll=37.7667,-6.6667&spn=0.01,0.01&t=h&q=37.7667,-6.6667"
291,292,Riotinto,37.693056,-6.595556,"http://maps.google.com/maps?ll=37.693056,-6.595556&spn=0.01,0.01&t=h&q=37.693056,-6.595556"
292,293,Iscroni,45.409798,23.314381,"http://maps.google.com/maps?ll=45.409798,23.314381&spn=0.01,0.01&t=h&q=45.409798,23.314381"
293,294,Mesteacăn,46.148764,22.745731,"http://maps.google.com/maps?ll=46.148764,22.745731&spn=0.01,0.01&t=h&q=46.148764,22.745731"
294,295,Petroşani,45.412222,23.373333,"http://maps.google.com/maps?ll=45.412222,23.373333&spn=0.01,0.01&t=h&q=45.412222,23.373333"
295,296,Baia de Criş,46.176799,22.7116,"http://maps.google.com/maps?ll=46.176799,22.7116&spn=0.01,0.01&t=h&q=46.176799,22.7116"
296,297,Crăciuneşti,46.012535,22.86816,"http://maps.google.com/maps?ll=46.012535,22.86816&spn=0.01,0.01&t=h&q=46.012535,22.86816"
297,298,Crişcior,46.123472,22.866127,"http://maps.google.com/maps?ll=46.123472,22.866127&spn=0.01,0.01&t=h&q=46.123472,22.866127"
298,299,Teliuc,45.724861,22.884746,"http://maps.google.com/maps?ll=45.724861,22.884746&spn=0.01,0.01&t=h&q=45.724861,22.884746"
299,300,Fizeş,45.996398,22.882238,"http://maps.google.com/maps?ll=45.996398,22.882238&spn=0.01,0.01&t=h&q=45.996398,22.882238"
300,301,Hărţăgani,46.058208,22.943132,"http://maps.google.com/maps?ll=46.058208,22.943132&spn=0.01,0.01&t=h&q=46.058208,22.943132"
301,302,Băita,45.911944,22.567708,"http://maps.google.com/maps?ll=45.911944,22.567708&spn=0.01,0.01&t=h&q=45.911944,22.567708"
302,303,Ţebea,46.165616,22.728298,"http://maps.google.com/maps?ll=46.165616,22.728298&spn=0.01,0.01&t=h&q=46.165616,22.728298"
303,304,Trestia,46.020016,22.933759,"http://maps.google.com/maps?ll=46.020016,22.933759&spn=0.01,0.01&t=h&q=46.020016,22.933759"
304,305,Caraciu,46.189402,22.701549,"http://maps.google.com/maps?ll=46.189402,22.701549&spn=0.01,0.01&t=h&q=46.189402,22.701549"
305,306,Câinelul de Sus,46.032466,22.892639,"http://maps.google.com/maps?ll=46.032466,22.892639&spn=0.01,0.01&t=h&q=46.032466,22.892639"
306,307,Ruda,45.697868,22.747861,"http://maps.google.com/maps?ll=45.697868,22.747861&spn=0.01,0.01&t=h&q=45.697868,22.747861"
307,308,Săcărâmb,45.973336,23.041518,"http://maps.google.com/maps?ll=45.973336,23.041518&spn=0.01,0.01&t=h&q=45.973336,23.041518"
308,309,Măgura-Topliţa,45.979816,22.93701,"http://maps.google.com/maps?ll=45.979816,22.93701&spn=0.01,0.01&t=h&q=45.979816,22.93701"
309,310,Hondol,45.989259,22.984224,"http://maps.google.com/maps?ll=45.989259,22.984224&spn=0.01,0.01&t=h&q=45.989259,22.984224"
310,311,Monteponi,39.316667,8.533333,"http://maps.google.com/maps?ll=39.316667,8.533333&spn=0.01,0.01&t=h&q=39.316667,8.533333"
311,312,Fluminimaggiore,39.4397,8.4964,"http://maps.google.com/maps?ll=39.4397,8.4964&spn=0.01,0.01&t=h&q=39.4397,8.4964"
312,313,San Giorgo,39.0644,8.995,"http://maps.google.com/maps?ll=39.0644,8.995&spn=0.01,0.01&t=h&q=39.0644,8.995"
313,314,Malacalzetta,39.374915,8.550768,"http://maps.google.com/maps?ll=39.374915,8.550768&spn=0.01,0.01&t=h&q=39.374915,8.550768"
314,315,San Giovanni,39.11,8.5211,"http://maps.google.com/maps?ll=39.11,8.5211&spn=0.01,0.01&t=h&q=39.11,8.5211"
315,316,Japra,45.0306,16.4572,"http://maps.google.com/maps?ll=45.0306,16.4572&spn=0.01,0.01&t=h&q=45.0306,16.4572"
316,317,Lascours,44.013706,4.193625,"http://maps.google.com/maps?ll=44.013706,4.193625&spn=0.01,0.01&t=h&q=44.013706,4.193625"
317,318,La Argentera,39.091618,1.516678,"http://maps.google.com/maps?ll=39.091618,1.516678&spn=0.01,0.01&t=h&q=39.091618,1.516678"
318,319,Lanestosa,43.216667,-3.433333,"http://maps.google.com/maps?ll=43.216667,-3.433333&spn=0.01,0.01&t=h&q=43.216667,-3.433333"
319,320,Le Bleymard,44.48722,3.73583,"http://maps.google.com/maps?ll=44.48722,3.73583&spn=0.01,0.01&t=h&q=44.48722,3.73583"
320,321,Les Miaules,47.899945,-1.034892,"http://maps.google.com/maps?ll=47.899945,-1.034892&spn=0.01,0.01&t=h&q=47.899945,-1.034892"
321,322,Compuerto,42.891765,-4.697987,"http://maps.google.com/maps?ll=42.891765,-4.697987&spn=0.01,0.01&t=h&q=42.891765,-4.697987"
322,323,Cimera de la Collada,42.704014,-5.913549,"http://maps.google.com/maps?ll=42.704014,-5.913549&spn=0.01,0.01&t=h&q=42.704014,-5.913549"
323,324,Susañe del Sil,42.870301,-6.467642,"http://maps.google.com/maps?ll=42.870301,-6.467642&spn=0.01,0.01&t=h&q=42.870301,-6.467642"
324,325,Vegas del Condado,42.684036,-5.366673,"http://maps.google.com/maps?ll=42.684036,-5.366673&spn=0.01,0.01&t=h&q=42.684036,-5.366673"
325,326,Villarion,42.917454,-6.384248,"http://maps.google.com/maps?ll=42.917454,-6.384248&spn=0.01,0.01&t=h&q=42.917454,-6.384248"
326,327,Médulas de la Omañas,42.683434,-5.869647,"http://maps.google.com/maps?ll=42.683434,-5.869647&spn=0.01,0.01&t=h&q=42.683434,-5.869647"
327,328,Valle Rabón,42.86205,-6.355713,"http://maps.google.com/maps?ll=42.86205,-6.355713&spn=0.01,0.01&t=h&q=42.86205,-6.355713"
328,329,Alto de las Fornias,42.747788,-6.149221,"http://maps.google.com/maps?ll=42.747788,-6.149221&spn=0.01,0.01&t=h&q=42.747788,-6.149221"
329,330,Camporredondo,42.95885,-4.667762,"http://maps.google.com/maps?ll=42.95885,-4.667762&spn=0.01,0.01&t=h&q=42.95885,-4.667762"
330,331,Peña María,42.969148,-4.691778,"http://maps.google.com/maps?ll=42.969148,-4.691778&spn=0.01,0.01&t=h&q=42.969148,-4.691778"
331,332,Reguera de las Fuentes,42.19407,-5.427862,"http://maps.google.com/maps?ll=42.19407,-5.427862&spn=0.01,0.01&t=h&q=42.19407,-5.427862"
332,333,Pozo de la Griega,42.683908,-5.760539,"http://maps.google.com/maps?ll=42.683908,-5.760539&spn=0.01,0.01&t=h&q=42.683908,-5.760539"
333,334,Cirujales,42.7833,-6.0667,"http://maps.google.com/maps?ll=42.7833,-6.0667&spn=0.01,0.01&t=h&q=42.7833,-6.0667"
334,335,El Ploncion,42.729849,-5.943309,"http://maps.google.com/maps?ll=42.729849,-5.943309&spn=0.01,0.01&t=h&q=42.729849,-5.943309"
335,336,Cousos,42.766008,-6.045837,"http://maps.google.com/maps?ll=42.766008,-6.045837&spn=0.01,0.01&t=h&q=42.766008,-6.045837"
336,337,La Luz (Linares),38.138349,-3.530212,"http://maps.google.com/maps?ll=38.138349,-3.530212&spn=0.01,0.01&t=h&q=38.138349,-3.530212"
337,338,Los Alemanes,38.163971,-3.605042,"http://maps.google.com/maps?ll=38.163971,-3.605042&spn=0.01,0.01&t=h&q=38.163971,-3.605042"
338,339,La Torrecilla,38.271405,-3.643009,"http://maps.google.com/maps?ll=38.271405,-3.643009&spn=0.01,0.01&t=h&q=38.271405,-3.643009"
339,340,El Centenillo,38.3333,-3.7333,"http://maps.google.com/maps?ll=38.3333,-3.7333&spn=0.01,0.01&t=h&q=38.3333,-3.7333"
340,341,La Cruz,38.1333,-3.6333,"http://maps.google.com/maps?ll=38.1333,-3.6333&spn=0.01,0.01&t=h&q=38.1333,-3.6333"
341,342,Los Palazuelos,38.222591,-3.571231,"http://maps.google.com/maps?ll=38.222591,-3.571231&spn=0.01,0.01&t=h&q=38.222591,-3.571231"
342,343,El Castillo,38.318208,-3.565506,"http://maps.google.com/maps?ll=38.318208,-3.565506&spn=0.01,0.01&t=h&q=38.318208,-3.565506"
343,344,Filón del Cobre,38.117467,-3.670097,"http://maps.google.com/maps?ll=38.117467,-3.670097&spn=0.01,0.01&t=h&q=38.117467,-3.670097"
344,345,Venta Quemada,37.5833,-2.45,"http://maps.google.com/maps?ll=37.5833,-2.45&spn=0.01,0.01&t=h&q=37.5833,-2.45"
345,346,San Gabriel,38.370927,-3.507329,"http://maps.google.com/maps?ll=38.370927,-3.507329&spn=0.01,0.01&t=h&q=38.370927,-3.507329"
346,347,Los Arrayanes,38.147436,-3.550685,"http://maps.google.com/maps?ll=38.147436,-3.550685&spn=0.01,0.01&t=h&q=38.147436,-3.550685"
347,348,San Roque,38.136764,-3.656335,"http://maps.google.com/maps?ll=38.136764,-3.656335&spn=0.01,0.01&t=h&q=38.136764,-3.656335"
348,349,Los Guindos,38.2833,-3.6833,"http://maps.google.com/maps?ll=38.2833,-3.6833&spn=0.01,0.01&t=h&q=38.2833,-3.6833"
349,350,El Chaves,38.146708,-3.662582,"http://maps.google.com/maps?ll=38.146708,-3.662582&spn=0.01,0.01&t=h&q=38.146708,-3.662582"
350,351,Los Engarbos,38.387631,-3.159799,"http://maps.google.com/maps?ll=38.387631,-3.159799&spn=0.01,0.01&t=h&q=38.387631,-3.159799"
351,352,Machen,51.59885,-3.13475,"http://maps.google.com/maps?ll=51.59885,-3.13475&spn=0.01,0.01&t=h&q=51.59885,-3.13475"
352,353,Noreia,46.7,14.433333,"http://maps.google.com/maps?ll=46.7,14.433333&spn=0.01,0.01&t=h&q=46.7,14.433333"
353,354,Massa Marittima,43.05,10.8833,"http://maps.google.com/maps?ll=43.05,10.8833&spn=0.01,0.01&t=h&q=43.05,10.8833"
354,355,Vârciorova,44.734325,22.375058,"http://maps.google.com/maps?ll=44.734325,22.375058&spn=0.01,0.01&t=h&q=44.734325,22.375058"
355,356,Charterhouse,51.2986,-2.7221,"http://maps.google.com/maps?ll=51.2986,-2.7221&spn=0.01,0.01&t=h&q=51.2986,-2.7221"
356,357,Chewton,51.2755,-2.577,"http://maps.google.com/maps?ll=51.2755,-2.577&spn=0.01,0.01&t=h&q=51.2755,-2.577"
357,358,La Minaye,46.194472,2.468392,"http://maps.google.com/maps?ll=46.194472,2.468392&spn=0.01,0.01&t=h&q=46.194472,2.468392"
358,359,Vitovnica,44.75,21.216667,"http://maps.google.com/maps?ll=44.75,21.216667&spn=0.01,0.01&t=h&q=44.75,21.216667"
359,360,Monte Venero,38.352816,-3.341385,"http://maps.google.com/maps?ll=38.352816,-3.341385&spn=0.01,0.01&t=h&q=38.352816,-3.341385"
360,361,Huerta de Jaun Abad,38.170695,-4.387394,"http://maps.google.com/maps?ll=38.170695,-4.387394&spn=0.01,0.01&t=h&q=38.170695,-4.387394"
361,362,Los Almandenejos A,38.166864,-4.255014,"http://maps.google.com/maps?ll=38.166864,-4.255014&spn=0.01,0.01&t=h&q=38.166864,-4.255014"
362,363,Valquemando,38.239311,-4.180972,"http://maps.google.com/maps?ll=38.239311,-4.180972&spn=0.01,0.01&t=h&q=38.239311,-4.180972"
363,364,La Herreria,38.225797,-4.47226,"http://maps.google.com/maps?ll=38.225797,-4.47226&spn=0.01,0.01&t=h&q=38.225797,-4.47226"
364,365,Salas de Galiarda,38.210366,-3.848032,"http://maps.google.com/maps?ll=38.210366,-3.848032&spn=0.01,0.01&t=h&q=38.210366,-3.848032"
365,366,Los Escoriales,38.179566,-3.930001,"http://maps.google.com/maps?ll=38.179566,-3.930001&spn=0.01,0.01&t=h&q=38.179566,-3.930001"
366,367,Nava del Jadraque,41.086587,-3.139168,"http://maps.google.com/maps?ll=41.086587,-3.139168&spn=0.01,0.01&t=h&q=41.086587,-3.139168"
367,368,Eifel,50.616667,6.433333,"http://maps.google.com/maps?ll=50.616667,6.433333&spn=0.01,0.01&t=h&q=50.616667,6.433333"
368,369,Aachen,50.775278,6.082778,"http://maps.google.com/maps?ll=50.775278,6.082778&spn=0.01,0.01&t=h&q=50.775278,6.082778"
369,370,Mechernich,50.6,6.65,"http://maps.google.com/maps?ll=50.6,6.65&spn=0.01,0.01&t=h&q=50.6,6.65"
370,371,Keldenich,50.813507,6.969153,"http://maps.google.com/maps?ll=50.813507,6.969153&spn=0.01,0.01&t=h&q=50.813507,6.969153"
371,372,Bleiberg,51.344337,7.075125,"http://maps.google.com/maps?ll=51.344337,7.075125&spn=0.01,0.01&t=h&q=51.344337,7.075125"
372,373,Bad Ems,50.338056,7.710556,"http://maps.google.com/maps?ll=50.338056,7.710556&spn=0.01,0.01&t=h&q=50.338056,7.710556"
373,374,Argentiera,40.74,8.151111,"http://maps.google.com/maps?ll=40.74,8.151111&spn=0.01,0.01&t=h&q=40.74,8.151111"
374,375,Orellana Vieja,39.0,-5.5333,"http://maps.google.com/maps?ll=39.0,-5.5333&spn=0.01,0.01&t=h&q=39.0,-5.5333"
375,376,Canadá,38.356004,-4.964184,"http://maps.google.com/maps?ll=38.356004,-4.964184&spn=0.01,0.01&t=h&q=38.356004,-4.964184"
376,377,Chaparro Barrenado,38.296926,-4.977778,"http://maps.google.com/maps?ll=38.296926,-4.977778&spn=0.01,0.01&t=h&q=38.296926,-4.977778"
377,378,Fontanar,38.301962,-4.950769,"http://maps.google.com/maps?ll=38.301962,-4.950769&spn=0.01,0.01&t=h&q=38.301962,-4.950769"
