,nr,name,y,x,google map
18,19,Villagutiérrez,38.906131,-4.455302,"http://maps.google.com/maps?ll=38.906131,-4.455302&spn=0.01,0.01&t=h&q=38.906131,-4.455302"
19,20,Petaca,38.557017,-4.251091,"http://maps.google.com/maps?ll=38.557017,-4.251091&spn=0.01,0.01&t=h&q=38.557017,-4.251091"
20,21,Valdeinfierno,38.865672,-4.523955,"http://maps.google.com/maps?ll=38.865672,-4.523955&spn=0.01,0.01&t=h&q=38.865672,-4.523955"
21,22,Castellar,38.883867,-4.484575,"http://maps.google.com/maps?ll=38.883867,-4.484575&spn=0.01,0.01&t=h&q=38.883867,-4.484575"
22,23,La Victoria,38.814278,-4.497437,"http://maps.google.com/maps?ll=38.814278,-4.497437&spn=0.01,0.01&t=h&q=38.814278,-4.497437"
23,24,Candelaria,38.661911,-4.546586,"http://maps.google.com/maps?ll=38.661911,-4.546586&spn=0.01,0.01&t=h&q=38.661911,-4.546586"
24,25,Solana Ballesteros,38.72335,-4.862978,"http://maps.google.com/maps?ll=38.72335,-4.862978&spn=0.01,0.01&t=h&q=38.72335,-4.862978"
25,26,Quinto del Hierro,38.745273,-4.759526,"http://maps.google.com/maps?ll=38.745273,-4.759526&spn=0.01,0.01&t=h&q=38.745273,-4.759526"
26,27,El Pleito,38.80539,-4.404521,"http://maps.google.com/maps?ll=38.80539,-4.404521&spn=0.01,0.01&t=h&q=38.80539,-4.404521"
27,28,El Mochuelo,38.561692,-4.589125,"http://maps.google.com/maps?ll=38.561692,-4.589125&spn=0.01,0.01&t=h&q=38.561692,-4.589125"
28,29,La Cabra,38.662461,-4.467466,"http://maps.google.com/maps?ll=38.662461,-4.467466&spn=0.01,0.01&t=h&q=38.662461,-4.467466"
29,30,S Marcos,38.659547,-4.523543,"http://maps.google.com/maps?ll=38.659547,-4.523543&spn=0.01,0.01&t=h&q=38.659547,-4.523543"
30,31,El Chorrillo,38.444371,-3.924495,"http://maps.google.com/maps?ll=38.444371,-3.924495&spn=0.01,0.01&t=h&q=38.444371,-3.924495"
31,32,La Luz (Alcudia),38.691206,-4.308443,"http://maps.google.com/maps?ll=38.691206,-4.308443&spn=0.01,0.01&t=h&q=38.691206,-4.308443"
32,33,La Romana,38.633892,-4.415388,"http://maps.google.com/maps?ll=38.633892,-4.415388&spn=0.01,0.01&t=h&q=38.633892,-4.415388"
33,34,Diogenes,38.513458,-4.127,"http://maps.google.com/maps?ll=38.513458,-4.127&spn=0.01,0.01&t=h&q=38.513458,-4.127"
34,35,Romanilla,38.618209,-4.326631,"http://maps.google.com/maps?ll=38.618209,-4.326631&spn=0.01,0.01&t=h&q=38.618209,-4.326631"
35,36,EL Gallo,38.569109,-4.355739,"http://maps.google.com/maps?ll=38.569109,-4.355739&spn=0.01,0.01&t=h&q=38.569109,-4.355739"
36,37,Río Valmayor,38.42108,-4.333395,"http://maps.google.com/maps?ll=38.42108,-4.333395&spn=0.01,0.01&t=h&q=38.42108,-4.333395"
37,38,Socorro,38.726417,-3.691899,"http://maps.google.com/maps?ll=38.726417,-3.691899&spn=0.01,0.01&t=h&q=38.726417,-3.691899"
38,39,San Serafín,38.478176,-4.501499,"http://maps.google.com/maps?ll=38.478176,-4.501499&spn=0.01,0.01&t=h&q=38.478176,-4.501499"
39,40,Las Minillas,38.8815,-4.974539,"http://maps.google.com/maps?ll=38.8815,-4.974539&spn=0.01,0.01&t=h&q=38.8815,-4.974539"
40,41,El Nido,38.62544,-4.364522,"http://maps.google.com/maps?ll=38.62544,-4.364522&spn=0.01,0.01&t=h&q=38.62544,-4.364522"
41,42,Cobatillas,38.66607,-4.56857,"http://maps.google.com/maps?ll=38.66607,-4.56857&spn=0.01,0.01&t=h&q=38.66607,-4.56857"
42,43,El Borracho,38.87977,-4.937013,"http://maps.google.com/maps?ll=38.87977,-4.937013&spn=0.01,0.01&t=h&q=38.87977,-4.937013"
43,44,El Burcio,38.555455,-3.988416,"http://maps.google.com/maps?ll=38.555455,-3.988416&spn=0.01,0.01&t=h&q=38.555455,-3.988416"
44,45,Cotofia,38.574689,-4.230459,"http://maps.google.com/maps?ll=38.574689,-4.230459&spn=0.01,0.01&t=h&q=38.574689,-4.230459"
45,46,Las Pozas,38.536463,-4.082296,"http://maps.google.com/maps?ll=38.536463,-4.082296&spn=0.01,0.01&t=h&q=38.536463,-4.082296"
46,47,Alderley,53.303,-2.236,"http://maps.google.com/maps?ll=53.303,-2.236&spn=0.01,0.01&t=h&q=53.303,-2.236"
47,48,Herdade da Tinoca,39.07045,-7.144265,"http://maps.google.com/maps?ll=39.07045,-7.144265&spn=0.01,0.01&t=h&q=39.07045,-7.144265"
48,49,Aljustrel,39.6167,-8.6667,"http://maps.google.com/maps?ll=39.6167,-8.6667&spn=0.01,0.01&t=h&q=39.6167,-8.6667"
49,50,Brancanes,37.548654,-8.019287,"http://maps.google.com/maps?ll=37.548654,-8.019287&spn=0.01,0.01&t=h&q=37.548654,-8.019287"
50,51,Serra de Caveira,38.246143000000004,-8.415321,"http://maps.google.com/maps?ll=38.246143000000004,-8.415321&spn=0.01,0.01&t=h&q=38.246143000000004,-8.415321"
51,52,Herdade do Montinho,39.01942,-7.875241,"http://maps.google.com/maps?ll=39.01942,-7.875241&spn=0.01,0.01&t=h&q=39.01942,-7.875241"
52,53,Cueva de la Paloma,37.35976,-2.403741,"http://maps.google.com/maps?ll=37.35976,-2.403741&spn=0.01,0.01&t=h&q=37.35976,-2.403741"
53,54,Sierra Almagrera,37.28333,-1.73333,"http://maps.google.com/maps?ll=37.28333,-1.73333&spn=0.01,0.01&t=h&q=37.28333,-1.73333"
54,55,El Charcón,37.55,-2.6,"http://maps.google.com/maps?ll=37.55,-2.6&spn=0.01,0.01&t=h&q=37.55,-2.6"
55,56,Sierra de Gador,36.953897,-2.492955,"http://maps.google.com/maps?ll=36.953897,-2.492955&spn=0.01,0.01&t=h&q=36.953897,-2.492955"
56,57,Pilar de Jaravía,37.393328,-1.692311,"http://maps.google.com/maps?ll=37.393328,-1.692311&spn=0.01,0.01&t=h&q=37.393328,-1.692311"
57,58,Herrerías (Almería),37.296867,-1.985408,"http://maps.google.com/maps?ll=37.296867,-1.985408&spn=0.01,0.01&t=h&q=37.296867,-1.985408"
58,59,Alpartir,41.416667,-1.383333,"http://maps.google.com/maps?ll=41.416667,-1.383333&spn=0.01,0.01&t=h&q=41.416667,-1.383333"
59,60,Stavelot,50.3833,5.9333,"http://maps.google.com/maps?ll=50.3833,5.9333&spn=0.01,0.01&t=h&q=50.3833,5.9333"
60,61,Arditurri,43.272876,-1.796012,"http://maps.google.com/maps?ll=43.272876,-1.796012&spn=0.01,0.01&t=h&q=43.272876,-1.796012"
61,62,Bastide de Serou,43.012778,1.428611,"http://maps.google.com/maps?ll=43.012778,1.428611&spn=0.01,0.01&t=h&q=43.012778,1.428611"
62,63,Tou de la Mine,42.932629,1.443469,"http://maps.google.com/maps?ll=42.932629,1.443469&spn=0.01,0.01&t=h&q=42.932629,1.443469"
63,64,L'Assaladou,42.950758,1.451866,"http://maps.google.com/maps?ll=42.950758,1.451866&spn=0.01,0.01&t=h&q=42.950758,1.451866"
64,65,Castropodame,42.580044,-6.467308,"http://maps.google.com/maps?ll=42.580044,-6.467308&spn=0.01,0.01&t=h&q=42.580044,-6.467308"
65,66,Villar del Monte,42.2333,-6.3167,"http://maps.google.com/maps?ll=42.2333,-6.3167&spn=0.01,0.01&t=h&q=42.2333,-6.3167"
66,67,Río Turieno,42.440161,-6.227791,"http://maps.google.com/maps?ll=42.440161,-6.227791&spn=0.01,0.01&t=h&q=42.440161,-6.227791"
67,68,El Ganso,42.4667,-6.2,"http://maps.google.com/maps?ll=42.4667,-6.2&spn=0.01,0.01&t=h&q=42.4667,-6.2"
68,69,Manzaneda,42.2667,-6.3167,"http://maps.google.com/maps?ll=42.2667,-6.3167&spn=0.01,0.01&t=h&q=42.2667,-6.3167"
69,70,Peña Bellosa,42.373419,-6.319208,"http://maps.google.com/maps?ll=42.373419,-6.319208&spn=0.01,0.01&t=h&q=42.373419,-6.319208"
70,71,La Fucarona,42.50228,-6.219139,"http://maps.google.com/maps?ll=42.50228,-6.219139&spn=0.01,0.01&t=h&q=42.50228,-6.219139"
71,72,Andiñuela,42.457086,-6.315604,"http://maps.google.com/maps?ll=42.457086,-6.315604&spn=0.01,0.01&t=h&q=42.457086,-6.315604"
72,73,Turienzo Castañedo,42.585769,-6.405066,"http://maps.google.com/maps?ll=42.585769,-6.405066&spn=0.01,0.01&t=h&q=42.585769,-6.405066"
73,74,Manzanal del Puerto,42.5833,-6.2167,"http://maps.google.com/maps?ll=42.5833,-6.2167&spn=0.01,0.01&t=h&q=42.5833,-6.2167"
74,75,Espinoso de Compludo,42.4833,-6.5,"http://maps.google.com/maps?ll=42.4833,-6.5&spn=0.01,0.01&t=h&q=42.4833,-6.5"
75,76,Manzarnoso,42.590802,-6.123552,"http://maps.google.com/maps?ll=42.590802,-6.123552&spn=0.01,0.01&t=h&q=42.590802,-6.123552"
76,77,Laguna de Valseco,42.542774,-6.104319,"http://maps.google.com/maps?ll=42.542774,-6.104319&spn=0.01,0.01&t=h&q=42.542774,-6.104319"
77,78,La Fontanilla,42.497126,-6.146855,"http://maps.google.com/maps?ll=42.497126,-6.146855&spn=0.01,0.01&t=h&q=42.497126,-6.146855"
78,79,Morla,42.25,-6.2667,"http://maps.google.com/maps?ll=42.25,-6.2667&spn=0.01,0.01&t=h&q=42.25,-6.2667"
79,80,Prado Posadillas Huergas,42.956365,-6.092918,"http://maps.google.com/maps?ll=42.956365,-6.092918&spn=0.01,0.01&t=h&q=42.956365,-6.092918"
80,81,La Calabaza,42.258059,-6.185815,"http://maps.google.com/maps?ll=42.258059,-6.185815&spn=0.01,0.01&t=h&q=42.258059,-6.185815"
81,82,La Cruz de Hierro,43.0167,-5.8667,"http://maps.google.com/maps?ll=43.0167,-5.8667&spn=0.01,0.01&t=h&q=43.0167,-5.8667"
82,83,Valduerna,42.324237,-6.134766,"http://maps.google.com/maps?ll=42.324237,-6.134766&spn=0.01,0.01&t=h&q=42.324237,-6.134766"
83,84,La Presa,42.353654,-6.272717,"http://maps.google.com/maps?ll=42.353654,-6.272717&spn=0.01,0.01&t=h&q=42.353654,-6.272717"
84,85,Pradorrey,42.5,-6.1167,"http://maps.google.com/maps?ll=42.5,-6.1167&spn=0.01,0.01&t=h&q=42.5,-6.1167"
85,86,Quintanilla de Flórez,42.254763,-6.103111,"http://maps.google.com/maps?ll=42.254763,-6.103111&spn=0.01,0.01&t=h&q=42.254763,-6.103111"
86,87,Teleno,42.345661,-6.39532,"http://maps.google.com/maps?ll=42.345661,-6.39532&spn=0.01,0.01&t=h&q=42.345661,-6.39532"
87,88,Las Murias,42.191923,-6.196437,"http://maps.google.com/maps?ll=42.191923,-6.196437&spn=0.01,0.01&t=h&q=42.191923,-6.196437"
88,89,El Saldonal,42.515802,-6.166569,"http://maps.google.com/maps?ll=42.515802,-6.166569&spn=0.01,0.01&t=h&q=42.515802,-6.166569"
89,90,Atalaya,41.416535,-1.316172,"http://maps.google.com/maps?ll=41.416535,-1.316172&spn=0.01,0.01&t=h&q=41.416535,-1.316172"
90,91,Pontgibaud,45.833,2.851,"http://maps.google.com/maps?ll=45.833,2.851&spn=0.01,0.01&t=h&q=45.833,2.851"
91,92,Zeleznik,44.690278,20.514167,"http://maps.google.com/maps?ll=44.690278,20.514167&spn=0.01,0.01&t=h&q=44.690278,20.514167"
92,93,Santa Bárbara,38.378349,-5.539119,"http://maps.google.com/maps?ll=38.378349,-5.539119&spn=0.01,0.01&t=h&q=38.378349,-5.539119"
93,94,Los Eneros,38.266124,-5.45205,"http://maps.google.com/maps?ll=38.266124,-5.45205&spn=0.01,0.01&t=h&q=38.266124,-5.45205"
94,95,Guaditoca,38.190738,-5.685597,"http://maps.google.com/maps?ll=38.190738,-5.685597&spn=0.01,0.01&t=h&q=38.190738,-5.685597"
95,96,Dehesa,38.237933,-5.825128,"http://maps.google.com/maps?ll=38.237933,-5.825128&spn=0.01,0.01&t=h&q=38.237933,-5.825128"
96,97,El Piconcillo,38.175924,-5.465188,"http://maps.google.com/maps?ll=38.175924,-5.465188&spn=0.01,0.01&t=h&q=38.175924,-5.465188"
97,98,La Lagunilla,38.164574,-5.486497,"http://maps.google.com/maps?ll=38.164574,-5.486497&spn=0.01,0.01&t=h&q=38.164574,-5.486497"
98,99,El Calvo,38.253419,-5.831657,"http://maps.google.com/maps?ll=38.253419,-5.831657&spn=0.01,0.01&t=h&q=38.253419,-5.831657"
99,100,Segunda Pepe,38.209892,-5.652803,"http://maps.google.com/maps?ll=38.209892,-5.652803&spn=0.01,0.01&t=h&q=38.209892,-5.652803"
100,101,Salto del Burro,38.21445,-5.632184,"http://maps.google.com/maps?ll=38.21445,-5.632184&spn=0.01,0.01&t=h&q=38.21445,-5.632184"
101,102,Esperanza,38.214493,-5.690208,"http://maps.google.com/maps?ll=38.214493,-5.690208&spn=0.01,0.01&t=h&q=38.214493,-5.690208"
102,103,El Infierno,38.242226,-5.595751,"http://maps.google.com/maps?ll=38.242226,-5.595751&spn=0.01,0.01&t=h&q=38.242226,-5.595751"
103,104,Las Musas,38.25896,-5.655054,"http://maps.google.com/maps?ll=38.25896,-5.655054&spn=0.01,0.01&t=h&q=38.25896,-5.655054"
104,105,Rosalía,38.259525,-5.45025,"http://maps.google.com/maps?ll=38.259525,-5.45025&spn=0.01,0.01&t=h&q=38.259525,-5.45025"
105,106,Araceli,38.211745,-5.595789,"http://maps.google.com/maps?ll=38.211745,-5.595789&spn=0.01,0.01&t=h&q=38.211745,-5.595789"
106,107,Carmelita,38.235187,-5.775449,"http://maps.google.com/maps?ll=38.235187,-5.775449&spn=0.01,0.01&t=h&q=38.235187,-5.775449"
107,108,La Loba,38.329377,-5.442459,"http://maps.google.com/maps?ll=38.329377,-5.442459&spn=0.01,0.01&t=h&q=38.329377,-5.442459"
108,109,Peñón del Moro,38.237293,-5.998078,"http://maps.google.com/maps?ll=38.237293,-5.998078&spn=0.01,0.01&t=h&q=38.237293,-5.998078"
109,110,Venus,38.201765,-5.612749,"http://maps.google.com/maps?ll=38.201765,-5.612749&spn=0.01,0.01&t=h&q=38.201765,-5.612749"
110,111,Cerro de la Orden,38.26582,-5.80796,"http://maps.google.com/maps?ll=38.26582,-5.80796&spn=0.01,0.01&t=h&q=38.26582,-5.80796"
111,112,Escarranchal,38.206332,-5.806176,"http://maps.google.com/maps?ll=38.206332,-5.806176&spn=0.01,0.01&t=h&q=38.206332,-5.806176"
112,113,La Pastora,38.148167,-5.414744,"http://maps.google.com/maps?ll=38.148167,-5.414744&spn=0.01,0.01&t=h&q=38.148167,-5.414744"
113,114,Dehesa de la Mesa,38.200487,-5.572085,"http://maps.google.com/maps?ll=38.200487,-5.572085&spn=0.01,0.01&t=h&q=38.200487,-5.572085"
114,115,El Lirio,38.232911,-5.616988,"http://maps.google.com/maps?ll=38.232911,-5.616988&spn=0.01,0.01&t=h&q=38.232911,-5.616988"
115,116,Santa María,38.252802,-5.684947,"http://maps.google.com/maps?ll=38.252802,-5.684947&spn=0.01,0.01&t=h&q=38.252802,-5.684947"
116,117,Justicia,38.233366,-5.647718,"http://maps.google.com/maps?ll=38.233366,-5.647718&spn=0.01,0.01&t=h&q=38.233366,-5.647718"
117,118,Las Morenas,38.240099,-5.575373,"http://maps.google.com/maps?ll=38.240099,-5.575373&spn=0.01,0.01&t=h&q=38.240099,-5.575373"
118,119,La Serrana,38.182214,-5.806532,"http://maps.google.com/maps?ll=38.182214,-5.806532&spn=0.01,0.01&t=h&q=38.182214,-5.806532"
119,120,Triunfo,38.251878,-5.724527,"http://maps.google.com/maps?ll=38.251878,-5.724527&spn=0.01,0.01&t=h&q=38.251878,-5.724527"
120,121,El Hambre,38.174718,-5.518064,"http://maps.google.com/maps?ll=38.174718,-5.518064&spn=0.01,0.01&t=h&q=38.174718,-5.518064"
121,122,Ferminera,38.234521,-5.691257,"http://maps.google.com/maps?ll=38.234521,-5.691257&spn=0.01,0.01&t=h&q=38.234521,-5.691257"
122,123,Las Alquitones,38.22587,-5.55486,"http://maps.google.com/maps?ll=38.22587,-5.55486&spn=0.01,0.01&t=h&q=38.22587,-5.55486"
123,124,Mesa del Castaño,38.169288,-5.547421,"http://maps.google.com/maps?ll=38.169288,-5.547421&spn=0.01,0.01&t=h&q=38.169288,-5.547421"
124,125,San Rafael,38.227516,-5.602904,"http://maps.google.com/maps?ll=38.227516,-5.602904&spn=0.01,0.01&t=h&q=38.227516,-5.602904"
125,126,Navalespino,38.401946,-5.549739,"http://maps.google.com/maps?ll=38.401946,-5.549739&spn=0.01,0.01&t=h&q=38.401946,-5.549739"
126,127,Arroyo Téllez,38.166475,-5.633997,"http://maps.google.com/maps?ll=38.166475,-5.633997&spn=0.01,0.01&t=h&q=38.166475,-5.633997"
127,128,Banca,43.1275,-1.373056,"http://maps.google.com/maps?ll=43.1275,-1.373056&spn=0.01,0.01&t=h&q=43.1275,-1.373056"
128,129,Barranco Hondillo,38.377256,-3.263405,"http://maps.google.com/maps?ll=38.377256,-3.263405&spn=0.01,0.01&t=h&q=38.377256,-3.263405"
129,130,Barranco de Salanca,41.445072,1.103516,"http://maps.google.com/maps?ll=41.445072,1.103516&spn=0.01,0.01&t=h&q=41.445072,1.103516"
130,131,Barranco de Santa Filomena,41.445898,1.116023,"http://maps.google.com/maps?ll=41.445898,1.116023&spn=0.01,0.01&t=h&q=41.445898,1.116023"
131,132,Monfortinho,40.0,-6.9167,"http://maps.google.com/maps?ll=40.0,-6.9167&spn=0.01,0.01&t=h&q=40.0,-6.9167"
132,133,Milreu,39.6333,-8.1333,"http://maps.google.com/maps?ll=39.6333,-8.1333&spn=0.01,0.01&t=h&q=39.6333,-8.1333"
133,134,Tage 2,39.474753,-8.282826,"http://maps.google.com/maps?ll=39.474753,-8.282826&spn=0.01,0.01&t=h&q=39.474753,-8.282826"
134,135,Meimoa,40.2333,-7.1833,"http://maps.google.com/maps?ll=40.2333,-7.1833&spn=0.01,0.01&t=h&q=40.2333,-7.1833"
135,136,Tage 1,39.479126,-8.089331,"http://maps.google.com/maps?ll=39.479126,-8.089331&spn=0.01,0.01&t=h&q=39.479126,-8.089331"
136,137,Río Ponsul,39.740922,-7.323956,"http://maps.google.com/maps?ll=39.740922,-7.323956&spn=0.01,0.01&t=h&q=39.740922,-7.323956"
137,138,Furados de Pombeiro,40.196417,-8.187559,"http://maps.google.com/maps?ll=40.196417,-8.187559&spn=0.01,0.01&t=h&q=40.196417,-8.187559"
138,139,Malhada,40.127819,-7.971047,"http://maps.google.com/maps?ll=40.127819,-7.971047&spn=0.01,0.01&t=h&q=40.127819,-7.971047"
139,140,Tage 3,39.468185,-8.400159,"http://maps.google.com/maps?ll=39.468185,-8.400159&spn=0.01,0.01&t=h&q=39.468185,-8.400159"
140,141,Estrella (Beiras),40.545943,-5.612288,"http://maps.google.com/maps?ll=40.545943,-5.612288&spn=0.01,0.01&t=h&q=40.545943,-5.612288"
141,142,Las Cavenes,40.567827,-6.134673,"http://maps.google.com/maps?ll=40.567827,-6.134673&spn=0.01,0.01&t=h&q=40.567827,-6.134673"
142,143,Guijuelo,40.555025,-5.67366,"http://maps.google.com/maps?ll=40.555025,-5.67366&spn=0.01,0.01&t=h&q=40.555025,-5.67366"
143,144,La Belliere,48.626667,-0.033056,"http://maps.google.com/maps?ll=48.626667,-0.033056&spn=0.01,0.01&t=h&q=48.626667,-0.033056"
144,145,Bessa,44.9333,6.8667,"http://maps.google.com/maps?ll=44.9333,6.8667&spn=0.01,0.01&t=h&q=44.9333,6.8667"
145,146,La Bessette,45.4167,3.8667,"http://maps.google.com/maps?ll=45.4167,3.8667&spn=0.01,0.01&t=h&q=45.4167,3.8667"
146,147,La Leitosa,42.69765,-6.763433,"http://maps.google.com/maps?ll=42.69765,-6.763433&spn=0.01,0.01&t=h&q=42.69765,-6.763433"
147,148,Los Poliñeiros,42.665111,-6.723729,"http://maps.google.com/maps?ll=42.665111,-6.723729&spn=0.01,0.01&t=h&q=42.665111,-6.723729"
148,149,Sésamo,42.7333,-6.65,"http://maps.google.com/maps?ll=42.7333,-6.65&spn=0.01,0.01&t=h&q=42.7333,-6.65"
149,150,Paradiña,42.694406,-6.712914,"http://maps.google.com/maps?ll=42.694406,-6.712914&spn=0.01,0.01&t=h&q=42.694406,-6.712914"
150,151,Couso,42.9667,-7.25,"http://maps.google.com/maps?ll=42.9667,-7.25&spn=0.01,0.01&t=h&q=42.9667,-7.25"
151,152,Río Ancares,42.72382,-6.706224,"http://maps.google.com/maps?ll=42.72382,-6.706224&spn=0.01,0.01&t=h&q=42.72382,-6.706224"
152,153,Toral de los Vados,42.583333,-6.75,"http://maps.google.com/maps?ll=42.583333,-6.75&spn=0.01,0.01&t=h&q=42.583333,-6.75"
153,154,Río Cabrera,42.406828,-6.707294,"http://maps.google.com/maps?ll=42.406828,-6.707294&spn=0.01,0.01&t=h&q=42.406828,-6.707294"
154,155,Río Sil 2,42.444415,-6.816281,"http://maps.google.com/maps?ll=42.444415,-6.816281&spn=0.01,0.01&t=h&q=42.444415,-6.816281"
155,156,Río Sil 1,42.524262,-6.817271,"http://maps.google.com/maps?ll=42.524262,-6.817271&spn=0.01,0.01&t=h&q=42.524262,-6.817271"
156,157,El Pedregal,43.3667,-6.3667,"http://maps.google.com/maps?ll=43.3667,-6.3667&spn=0.01,0.01&t=h&q=43.3667,-6.3667"
157,158,Prado de Paradiña,42.7,-6.75,"http://maps.google.com/maps?ll=42.7,-6.75&spn=0.01,0.01&t=h&q=42.7,-6.75"
158,159,Anguía,42.607658,-6.826137,"http://maps.google.com/maps?ll=42.607658,-6.826137&spn=0.01,0.01&t=h&q=42.607658,-6.826137"
159,160,Ermita de la Estrella,42.523181,-6.773512,"http://maps.google.com/maps?ll=42.523181,-6.773512&spn=0.01,0.01&t=h&q=42.523181,-6.773512"
160,161,Ribón,43.0333,-7.0667,"http://maps.google.com/maps?ll=43.0333,-7.0667&spn=0.01,0.01&t=h&q=43.0333,-7.0667"
161,162,Quilos,42.621459,-6.710705,"http://maps.google.com/maps?ll=42.621459,-6.710705&spn=0.01,0.01&t=h&q=42.621459,-6.710705"
162,163,Paradaseca,42.655745,-6.839648,"http://maps.google.com/maps?ll=42.655745,-6.839648&spn=0.01,0.01&t=h&q=42.655745,-6.839648"
163,164,Pradela,42.6667,-6.85,"http://maps.google.com/maps?ll=42.6667,-6.85&spn=0.01,0.01&t=h&q=42.6667,-6.85"
164,165,Las Médulas,42.458889,-6.76,"http://maps.google.com/maps?ll=42.458889,-6.76&spn=0.01,0.01&t=h&q=42.458889,-6.76"
165,166,Pobladura de Somoza,42.65,-6.7667,"http://maps.google.com/maps?ll=42.65,-6.7667&spn=0.01,0.01&t=h&q=42.65,-6.7667"
166,167,Buñola,39.696667,2.699722,"http://maps.google.com/maps?ll=39.696667,2.699722&spn=0.01,0.01&t=h&q=39.696667,2.699722"
167,168,Pioch-Farrus,0.0,0.0,"http://maps.google.com/maps?ll=0.0,0.0&spn=0.01,0.01&t=h&q=0.0,0.0"
168,169,Mougno,0.0,0.0,"http://maps.google.com/maps?ll=0.0,0.0&spn=0.01,0.01&t=h&q=0.0,0.0"
169,170,La Roussignole,43.578056,3.363333,"http://maps.google.com/maps?ll=43.578056,3.363333&spn=0.01,0.01&t=h&q=43.578056,3.363333"
170,171,Cambo-les-Bains,43.358889,-1.400278,"http://maps.google.com/maps?ll=43.358889,-1.400278&spn=0.01,0.01&t=h&q=43.358889,-1.400278"
171,172,Camp de César,44.119775,4.654039,"http://maps.google.com/maps?ll=44.119775,4.654039&spn=0.01,0.01&t=h&q=44.119775,4.654039"
172,173,Landaussia,0.0,0.0,"http://maps.google.com/maps?ll=0.0,0.0&spn=0.01,0.01&t=h&q=0.0,0.0"
173,174,Bertartéa,0.0,0.0,"http://maps.google.com/maps?ll=0.0,0.0&spn=0.01,0.01&t=h&q=0.0,0.0"
174,175,Vărad,0.0,0.0,"http://maps.google.com/maps?ll=0.0,0.0&spn=0.01,0.01&t=h&q=0.0,0.0"
175,176,Borlova,45.366667,22.35,"http://maps.google.com/maps?ll=45.366667,22.35&spn=0.01,0.01&t=h&q=45.366667,22.35"
176,177,Moldova Nouă,44.726451,21.661303,"http://maps.google.com/maps?ll=44.726451,21.661303&spn=0.01,0.01&t=h&q=44.726451,21.661303"
177,178,Marga,45.504625,22.518912,"http://maps.google.com/maps?ll=45.504625,22.518912&spn=0.01,0.01&t=h&q=45.504625,22.518912"
178,179,Bocşa,45.37191,21.719919,"http://maps.google.com/maps?ll=45.37191,21.719919&spn=0.01,0.01&t=h&q=45.37191,21.719919"
179,180,Maidan,45.036473,21.70914,"http://maps.google.com/maps?ll=45.036473,21.70914&spn=0.01,0.01&t=h&q=45.036473,21.70914"
180,181,Surducu Mare,45.267017,21.585524,"http://maps.google.com/maps?ll=45.267017,21.585524&spn=0.01,0.01&t=h&q=45.267017,21.585524"
181,182,Dognecea,45.266667,21.75,"http://maps.google.com/maps?ll=45.266667,21.75&spn=0.01,0.01&t=h&q=45.266667,21.75"
182,183,Bolvaşniţa,45.345189,22.308985,"http://maps.google.com/maps?ll=45.345189,22.308985&spn=0.01,0.01&t=h&q=45.345189,22.308985"
183,184,Sierra Alamagrera,37.283333,-1.733333,"http://maps.google.com/maps?ll=37.283333,-1.733333&spn=0.01,0.01&t=h&q=37.283333,-1.733333"
184,185,Sierra de Cartagena,37.603703,-0.888383,"http://maps.google.com/maps?ll=37.603703,-0.888383&spn=0.01,0.01&t=h&q=37.603703,-0.888383"
185,186,Pilar de Jaravia,37.393203,-1.692347,"http://maps.google.com/maps?ll=37.393203,-1.692347&spn=0.01,0.01&t=h&q=37.393203,-1.692347"
186,187,Cabezo Rajado,37.602825,-1.014964,"http://maps.google.com/maps?ll=37.602825,-1.014964&spn=0.01,0.01&t=h&q=37.602825,-1.014964"
187,188,Pedreras Viejas,37.5578,-1.462265,"http://maps.google.com/maps?ll=37.5578,-1.462265&spn=0.01,0.01&t=h&q=37.5578,-1.462265"
188,189,El Charcon,37.398753,-1.597961,"http://maps.google.com/maps?ll=37.398753,-1.597961&spn=0.01,0.01&t=h&q=37.398753,-1.597961"
189,190,Mazarrón,37.59907,-1.313669,"http://maps.google.com/maps?ll=37.59907,-1.313669&spn=0.01,0.01&t=h&q=37.59907,-1.313669"
190,191,Coto Fortuna,37.617571,-1.561421,"http://maps.google.com/maps?ll=37.617571,-1.561421&spn=0.01,0.01&t=h&q=37.617571,-1.561421"
191,192,Ceutrons,45.485833,6.534444,"http://maps.google.com/maps?ll=45.485833,6.534444&spn=0.01,0.01&t=h&q=45.485833,6.534444"
192,193,Băişoara,46.575556,23.4675,"http://maps.google.com/maps?ll=46.575556,23.4675&spn=0.01,0.01&t=h&q=46.575556,23.4675"
193,194,Peştera,0.0,0.0,"http://maps.google.com/maps?ll=0.0,0.0&spn=0.01,0.01&t=h&q=0.0,0.0"
194,195,Colmenarejo,40.560833,-4.016944,"http://maps.google.com/maps?ll=40.560833,-4.016944&spn=0.01,0.01&t=h&q=40.560833,-4.016944"
195,196,Trassierra 1 A,37.92822,-4.88649,"http://maps.google.com/maps?ll=37.92822,-4.88649&spn=0.01,0.01&t=h&q=37.92822,-4.88649"
196,197,Arroyo de Alamo,37.6333,-6.4333,"http://maps.google.com/maps?ll=37.6333,-6.4333&spn=0.01,0.01&t=h&q=37.6333,-6.4333"
197,198,La Gran Mina,38.078808,-4.951152,"http://maps.google.com/maps?ll=38.078808,-4.951152&spn=0.01,0.01&t=h&q=38.078808,-4.951152"
